dx,error,log_dx,log_error,observed_order,expected_order,log_intercept,error_metric
0.1,1.8921791213502394e-05,-2.3025850929940455,-10.875196325803651,2.0005226612998306,2,-6.269080458660915,avg_l1
0.05,4.726656542583004e-06,-2.995732273553991,-12.262292467438382,2.0005226612998306,2,-6.269080458660915,avg_l1
0.025,1.1812002097272227e-06,-3.6888794541139363,-13.648979509522288,2.0005226612998306,2,-6.269080458660915,avg_l1
0.0125,2.9523745672193203e-07,-4.382026634673881,-15.035485866355026,2.0005226612998306,2,-6.269080458660915,avg_l1
0.00625,7.380179095314816e-08,-5.075173815233827,-16.421882837976604,2.0005226612998306,2,-6.269080458660915,avg_l1
