Equation,N,Initial Condition,Boundary Function,DX,DT,L2 Error,Avg L2 Error,Median L2 Error,L1 Error,Avg L1 Error,Median L1 Error,Peak Max Error,log(dx),log(L2),log(mean L2),log(median L2),log(L1),log(mean L1),log(median L1)
advection,5000,advec_square,periodic,0.05,0.005,0.05436578599813035,0.04344391157842891,0.04571294133129397,0.01009168907897998,0.006723187914762549,0.0071353071477049095,0.49579475585107813,-2.995732273553991,-2.9120202568400027,-3.13628456186637,-3.085373841054057,-4.596043057340231,-5.0021928448576665,-4.942699980948356
