dx,error,log_dx,log_error,observed_order,expected_order,log_intercept,error_metric
0.1,4.755949292286579e-05,-2.3025850929940455,-9.953529148039031,2.0000674218706096,2,-5.3482729722724205,avg_l2
0.05,1.188779727975469e-05,-2.995732273553991,-11.339998122644808,2.0000674218706096,2,-5.3482729722724205,avg_l2
0.025,2.9718424466419524e-06,-3.6888794541139363,-12.726328445083979,2.0000674218706096,2,-5.3482729722724205,avg_l2
0.0125,7.429574049907467e-07,-4.382026634673881,-14.112627122282827,2.0000674218706096,2,-5.3482729722724205,avg_l2
0.00625,1.857396044450758e-07,-5.075173815233827,-15.498920120217077,2.0000674218706096,2,-5.3482729722724205,avg_l2
