time,l2_error,l1_error,max_error
0.0,0.0,0.0,0.0
0.125,1.2107625919680359e-08,3.5256695539902723e-09,7.528360368436182e-08
0.25,4.8006593108706674e-08,1.3993081811016434e-08,2.9820431746152565e-07
0.375,1.0644289966465576e-07,3.107712357073371e-08,6.600914304044636e-07
0.5,1.8538487158623116e-07,5.425001700878543e-08,1.146886804859193e-06
0.625,2.8210800444829705e-07,8.281290016300617e-08,1.7397152503040303e-06
0.75,3.933085913501219e-07,1.1589940215866231e-07,2.415645693365498e-06
0.875,5.152413356635693e-07,1.5254460873932734e-07,3.148608184289081e-06
1.0,6.438752516468712e-07,1.9168648814708524e-07,3.910425057318534e-06
1.125,7.750615777935925e-07,2.3225913949235155e-07,4.6719099434655575e-06
1.25,9.047071963303766e-07,2.7318250286194887e-07,5.403986180207987e-06
1.375,1.0289471718590194e-06,3.1342128052384313e-07,6.07877637770482e-06
1.5,1.1443104666968776e-06,3.520648390165113e-07,6.670617460180495e-06
1.625,1.2478735963761272e-06,3.882887971733606e-07,7.156960350140906e-06
1.75,1.3373978352194537e-06,4.214725380555397e-07,7.519119911703065e-06
1.875,1.4114463674257047e-06,4.511381135904102e-07,7.742848984304551e-06
2.0,1.4694781774678957e-06,4.770540085173718e-07,7.81871916211152e-06
2.125,1.5119149860042835e-06,4.992196161728725e-07,7.742300545232617e-06
2.25,1.540175476985053e-06,5.178864732040796e-07,7.514141984188427e-06
2.375,1.5566666855988146e-06,5.335499913128678e-07,7.139562283597911e-06
2.5,1.5647154678905748e-06,5.46984003340859e-07,6.628270615149923e-06
2.625,1.5684149918483452e-06,5.591145458766523e-07,6.266997619464032e-06
2.75,1.5723576126341597e-06,5.708800229128068e-07,6.448477921472406e-06
2.875,1.581236894228033e-06,5.831312746087964e-07,6.6453585701453655e-06
3.0,1.5993393389254723e-06,5.964509394518339e-07,6.8575145327209874e-06
3.125,1.6300085683648326e-06,6.112008557820806e-07,7.083816196462589e-06
3.25,1.6752197778787475e-06,6.27438024966164e-07,7.321966182860518e-06
