dx,error,log_dx,log_error,observed_order,expected_order,log_intercept,error_metric
0.1,3.0382902099423196e-06,-2.3025850929940455,-12.704215631709781,1.9999920721256754,2,-8.099060255214358,avg_l2
0.05,7.595825210314631e-07,-2.995732273553991,-14.090496869026767,1.9999920721256754,2,-8.099060255214358,avg_l2
0.025,1.8989625311686248e-07,-3.6888794541139363,-15.476787950145035,1.9999920721256754,2,-8.099060255214358,avg_l2
0.0125,4.747410221464435e-08,-4.382026634673881,-16.8630814911242,1.9999920721256754,2,-8.099060255214358,avg_l2
