dx,error,log_dx,log_error,observed_order,expected_order,log_intercept,error_metric
0.1,1.2616735100634292e-06,-2.3025850929940455,-13.583071535665136,1.9999972297519233,2,-8.9779075188751,avg_l1
0.05,3.15418969775211e-07,-2.995732273553991,-14.969364019092286,1.9999972297519233,2,-8.9779075188751,avg_l1
0.025,7.885500304997771e-08,-3.6888794541139363,-16.355655075328585,1.9999972297519233,2,-8.9779075188751,avg_l1
0.0125,1.9713753057726177e-08,-4.382026634673881,-17.741949320020524,1.9999972297519233,2,-8.9779075188751,avg_l1
