time,l2_error,l1_error,max_error
0.0,0.0,0.0,0.0
0.15625,4.135719536416262e-06,2.4530436177155977e-07,0.00012622049727251117
0.3125,7.070615463073895e-06,4.2723739781310593e-07,0.00021208952208051635
0.46875,9.158908745051136e-06,5.62881147949393e-07,0.0002703128358988449
0.625,1.0640466055406478e-05,6.630915019368366e-07,0.000309290182571309
0.78125,1.1681194531444193e-05,7.35641471761441e-07,0.00033469555839193976
0.9375,1.2397980576985209e-05,7.944071974432022e-07,0.0003504337238107169
1.09375,1.2874511525818072e-05,8.365152064918627e-07,0.0003592355173482886
1.25,1.3171557830478168e-05,8.664939529100893e-07,0.00036303759673461666
1.40625,1.3333799989694212e-05,8.869989420735337e-07,0.00036323002520866066
1.5625,1.3394449106844472e-05,8.990926846918823e-07,0.0003608208796388457
1.71875,1.3378428567850661e-05,9.083315283581755e-07,0.0003565476266931267
1.875,1.3304599335410829e-05,9.132303337116454e-07,0.00035095368179050013
2.03125,1.3187338500219912e-05,9.154897398007856e-07,0.0003444417921694143
2.1875,1.3037673554703893e-05,9.13014057840564e-07,0.0003373117449591012
2.34375,1.2864107058435917e-05,9.092721239298667e-07,0.00032978731805144434
2.5,1.2673222683837962e-05,9.020637385189167e-07,0.0003220357497231152
2.65625,1.2470135010281664e-05,8.954476582568499e-07,0.00031418194138810307
2.8125,1.2258826388252528e-05,8.881078287696919e-07,0.00030631891055921123
2.96875,1.2042401337431268e-05,8.805016329141113e-07,0.00029851554638071764
3.125,1.1823280146273738e-05,8.710633615438579e-07,0.0002908224061658471
3.28125,1.1603347248274604e-05,8.613922823712119e-07,0.0002832760766483533
3.4375,1.1384065681666038e-05,8.507286746301397e-07,0.00027590247507314203
3.59375,1.1166565916464956e-05,8.396740370539068e-07,0.0002687193613026828
3.75,1.0951715170540146e-05,8.291938291024028e-07,0.00026173825866437905
3.90625,1.0740171774999473e-05,8.190723318877536e-07,0.00025496592886953273
4.0625,1.0532428011872887e-05,8.092397356955033e-07,0.00024840550862093025
4.21875,1.0328844011586486e-05,7.985386728801612e-07,0.00024205738815741284
4.375,1.0129674679194224e-05,7.882086022355354e-07,0.00023591989196625196
4.53125,9.935091157228729e-06,7.774857143315791e-07,0.0002299898071514983
4.6875,9.74519798648877e-06,7.666131898686344e-07,0.00022426279399634375
4.84375,9.560046864385462e-06,7.560441524197084e-07,0.00021873370509484236
5.0,9.379647701266537e-06,7.460542522916851e-07,0.00021339683328613912
5.15625,9.203977522797763e-06,7.367704430382965e-07,0.00020824610398983978
5.3125,9.032987649199001e-06,7.272614523801273e-07,0.0002032752240125335
5.46875,8.866609491573374e-06,7.175744552703978e-07,0.00019847779621007255
