epoch,data_loss,physics_loss,epoch_time
0,8.941562867903485e-08,6.550329939916666e-13,0.9279615879058838
1,3.615440164139727e-06,3.621163457978582e-08,0.008713960647583008
2,4.177968094154494e-06,3.283423755107151e-09,0.00493931770324707
3,4.379651727504097e-06,1.7613945857419822e-09,0.0064580440521240234
4,1.1076695116685187e-08,6.424588373235215e-14,0.006018877029418945
5,6.723431852151407e-06,3.644110080358587e-08,0.006288766860961914
6,3.6617816334683084e-08,2.8121804884762014e-09,0.005606651306152344
7,2.4231085262726992e-06,1.1386386944423066e-08,0.005780458450317383
8,3.119465930012666e-07,5.073627629137434e-10,0.005523204803466797
9,7.892488724792202e-07,2.0341277551239045e-09,0.005475044250488281
10,5.8861637342033646e-08,6.722296053141008e-10,0.0065877437591552734
11,4.989672230948372e-09,1.5062726066439325e-10,0.005392789840698242
12,8.049541122545634e-08,4.1248623960932207e-10,0.0059375762939453125
13,4.7822992094159744e-11,5.581220526955773e-17,0.007218837738037109
14,3.0396019035094923e-10,1.665402511331752e-15,0.00950169563293457
15,1.347653721950337e-07,3.2002744898562696e-10,0.00906991958618164
16,7.44648389172653e-07,8.273030593919373e-10,0.010289430618286133
17,1.2085021694474563e-07,2.2151603468190117e-11,0.017278194427490234
18,2.3362092815837343e-10,2.6116302164895825e-16,0.010824203491210938
19,7.440604576913756e-08,9.138168555189452e-10,0.012439250946044922
20,6.238343530640122e-08,3.953197769135386e-10,0.010804414749145508
21,1.4362544220603013e-07,2.203793258992448e-10,0.009893417358398438
22,3.739460652241178e-08,2.673189003488119e-09,0.009385824203491211
23,6.077716108165987e-08,4.684150844980195e-10,0.00877833366394043
24,2.444734548134875e-07,2.322756154082839e-10,0.004594087600708008
25,6.567634436294156e-09,1.6709517103308258e-10,0.004659175872802734
26,2.3741527854781452e-08,7.268692314710279e-10,0.004723072052001953
27,2.2236266161712592e-09,4.913611869000831e-15,0.004434108734130859
28,2.217946271088067e-09,1.5796955757374498e-12,0.004363059997558594
29,2.16437290312399e-09,1.4270060827437092e-12,0.0045583248138427734
30,8.374197169036535e-11,6.538531208242173e-17,0.004431724548339844
31,6.865183421744803e-11,3.1504020662029313e-17,0.0042858123779296875
32,2.204805449323999e-09,1.5982640558243055e-12,0.009794473648071289
33,2.9747040386496337e-09,5.642942710326615e-12,0.004803180694580078
34,4.173010736963079e-08,1.1284119472154686e-11,0.009648323059082031
35,2.4626580774622653e-09,1.6783900658179363e-12,0.007800579071044922
36,1.8361417275514214e-08,9.549004642561698e-11,0.004895448684692383
37,2.04038759221703e-08,7.591537953821614e-10,0.004957914352416992
38,2.276653532362616e-09,1.2506462879202651e-12,0.005095958709716797
39,3.50706019780489e-10,1.1556725626435562e-16,0.00457453727722168
40,1.0762224178506585e-07,3.7964234533838237e-10,0.00610041618347168
41,1.9826482469675888e-11,3.6753528859333766e-18,0.007079124450683594
42,5.452836848718334e-09,7.305886451369759e-11,0.0046961307525634766
43,5.74530201191692e-10,1.9487673782589887e-16,0.004658937454223633
44,5.998892355085772e-11,1.1388733515832167e-17,0.006185054779052734
45,1.0253587845454604e-07,7.929046308419174e-11,0.00783395767211914
46,7.258923773179049e-08,1.464246779381284e-10,0.004796028137207031
47,2.616768579599693e-09,2.2099405638797975e-12,0.004496335983276367
48,4.131541775365122e-09,1.21152223588614e-15,0.004365205764770508
49,4.266262720875602e-08,2.805390364457594e-10,0.004539012908935547
50,2.181072267237738e-10,3.8856035033625125e-17,0.004777193069458008
51,1.5582875267927676e-11,3.609474153998122e-18,0.004471540451049805
52,2.3925533554347567e-08,2.50366527509982e-09,0.008838176727294922
53,2.427638090551909e-10,3.537988460998738e-17,0.004659175872802734
54,2.704978019352211e-09,3.967649993275035e-12,0.004440784454345703
55,3.2605207422875537e-09,9.566871600474869e-12,0.008574247360229492
56,4.325195313015229e-09,2.41932515687715e-11,0.004719257354736328
57,3.208683665434364e-07,2.8407248775508265e-10,0.00483250617980957
58,4.909881567982666e-08,3.5062447389933027e-10,0.005192995071411133
59,8.183254629479109e-10,1.7340405556630833e-16,0.004507303237915039
60,1.447746189597865e-08,6.599978896737468e-11,0.006299018859863281
61,7.448375943797103e-11,1.0267774745647256e-17,0.004458427429199219
62,9.152854474336891e-09,3.642976545426002e-11,0.004561424255371094
63,4.403692077659116e-09,2.4835841716530638e-11,0.004561662673950195
64,9.171574957833606e-12,5.084014378946122e-19,0.007712125778198242
65,7.891376441193643e-09,1.9973529774564014e-11,0.005143642425537109
66,4.6536666881147326e-11,3.523881226523891e-18,0.0063018798828125
