epoch,data_loss,physics_loss,epoch_time
0,0.03859100863337517,0.0013333882670849562,1.0044033527374268
1,0.14072683453559875,0.022617172449827194,0.01629018783569336
2,0.06398773193359375,0.0010771147208288312,0.015081644058227539
3,0.06344179809093475,0.001122422399930656,0.017343521118164062
4,0.0343250073492527,0.0010562471579760313,0.016236066818237305
5,0.14057205617427826,0.023770401254296303,0.015673160552978516
6,0.06201770901679993,0.0013113346649333835,0.012216806411743164
7,0.14027726650238037,0.024246463552117348,0.015840530395507812
8,0.06130514293909073,0.0014087121235206723,0.013857841491699219
9,0.13838379085063934,0.02409227006137371,0.014100790023803711
10,0.06034218519926071,0.0014483942650258541,0.016369104385375977
11,0.060312166810035706,0.00150855234824121,0.018067121505737305
12,0.13719941675662994,0.024398380890488625,0.012724876403808594
13,0.0290498286485672,0.0007342768367379904,0.01665663719177246
14,0.028532832860946655,0.000706949969753623,0.012917518615722656
15,0.058570586144924164,0.0016235806979238987,0.016439437866210938
16,0.13617894053459167,0.02502042055130005,0.01584315299987793
17,0.05780387669801712,0.0017146653262898326,0.015700578689575195
18,0.0260627344250679,0.0005831299349665642,0.015650272369384766
19,0.05700456351041794,0.0018011868232861161,0.01510310173034668
20,0.056668415665626526,0.0018564969068393111,0.012549400329589844
21,0.13493141531944275,0.025785479694604874,0.01370096206665039
22,0.05594839155673981,0.0019385648192837834,0.011596441268920898
23,0.13473805785179138,0.026163987815380096,0.01567840576171875
24,0.13384182751178741,0.026053298264741898,0.019758939743041992
25,0.054754845798015594,0.001979847438633442,0.014243125915527344
26,0.13250845670700073,0.025970228016376495,0.014231204986572266
27,0.022406447678804398,0.0004200776747893542,0.015398025512695312
28,0.054092809557914734,0.0020178041886538267,0.011167287826538086
29,0.05378945916891098,0.002039569430053234,0.01714491844177246
30,0.02154810167849064,0.00038537592627108097,0.015839338302612305
31,0.021085329353809357,0.00036855388316325843,0.01578545570373535
32,0.0526471808552742,0.002120797988027334,0.01133108139038086
33,0.052502408623695374,0.002184107434004545,0.014159440994262695
34,0.12891151010990143,0.02631588652729988,0.02000141143798828
35,0.0517490953207016,0.0022459346801042557,0.015336036682128906
36,0.1275617778301239,0.026228569447994232,0.011734962463378906
37,0.12679606676101685,0.026141811162233353,0.016155481338500977
38,0.05085599422454834,0.002277786610648036,0.016576528549194336
39,0.018237173557281494,0.0002714340225793421,0.016876697540283203
40,0.12478630244731903,0.025992199778556824,0.012925148010253906
41,0.01783508062362671,0.00025872219703160226,0.01596665382385254
42,0.04984051361680031,0.00232624146156013,0.013059616088867188
43,0.017300080507993698,0.00024277454940602183,0.012267589569091797
44,0.016879362985491753,0.00023088679881766438,0.013105392456054688
45,0.12293245643377304,0.026306770741939545,0.01162409782409668
46,0.12223264575004578,0.026246357709169388,0.012326240539550781
47,0.04800259694457054,0.0024047461338341236,0.013072729110717773
48,0.015608160756528378,0.00019667648302856833,0.016059160232543945
49,0.12025527656078339,0.026092607527971268,0.012061834335327148
50,0.015114744193851948,0.00018422107677906752,0.015140295028686523
51,0.014826142229139805,0.00017715325520839542,0.015176534652709961
52,0.0465749055147171,0.0024977358989417553,0.011667728424072266
53,0.014022509567439556,0.00015838732360862195,0.012384653091430664
54,0.04591157287359238,0.0025516620371490717,0.012333154678344727
55,0.04569888114929199,0.0025948164984583855,0.021068334579467773
56,0.04537762701511383,0.0026218262501060963,0.015360832214355469
57,0.11728363484144211,0.0264736358076334,0.016832828521728516
58,0.11656531691551208,0.026378881186246872,0.016651630401611328
59,0.01198144257068634,0.00011564437591005117,0.021310806274414062
60,0.11501160264015198,0.02618677355349064,0.017223119735717773
61,0.01170256920158863,0.00011040273238904774,0.018654584884643555
62,0.11322291940450668,0.025902753695845604,0.011642932891845703
63,0.04307394102215767,0.002610789844766259,0.017162561416625977
64,0.011452826671302319,0.00010600469977362081,0.01614856719970703
65,0.11016105115413666,0.02530870959162712,0.01632976531982422
66,0.011266743764281273,0.00010284172458341345,0.015812158584594727
67,0.04178351163864136,0.002578948624432087,0.015740156173706055
68,0.04140031337738037,0.002568522933870554,0.015468358993530273
69,0.04108542576432228,0.002564361784607172,0.015637874603271484
70,0.10657963156700134,0.02496386505663395,0.015694141387939453
71,0.010684650391340256,9.321803372586146e-05,0.01540827751159668
72,0.04011640325188637,0.0025389057118445635,0.011228561401367188
73,0.039731480181217194,0.0025176249910146,0.011749505996704102
74,0.03964487835764885,0.002546073868870735,0.012055158615112305
75,0.10200924426317215,0.02417859062552452,0.016391992568969727
76,0.010186049155890942,8.563305891584605e-05,0.01591968536376953
77,0.03834528475999832,0.00246681016869843,0.01678466796875
78,0.09922879189252853,0.023740354925394058,0.013608694076538086
79,0.09822539240121841,0.02357676438987255,0.015670061111450195
80,0.01011650450527668,8.558951958548278e-05,0.011331796646118164
81,0.036673787981271744,0.0023402662482112646,0.01266622543334961
82,0.09409767389297485,0.02261972799897194,0.017253875732421875
83,0.010189983062446117,8.783374505583197e-05,0.016337156295776367
84,0.035404548048973083,0.002245103707537055,0.011742115020751953
85,0.09101347625255585,0.022111136466264725,0.012341022491455078
86,0.034649044275283813,0.0021933605894446373,0.016196727752685547
87,0.010173356160521507,8.915895887184888e-05,0.011107444763183594
88,0.08731941878795624,0.021337762475013733,0.014669656753540039
89,0.03366567939519882,0.0021436531096696854,0.019132375717163086
90,0.032996244728565216,0.0020781452767550945,0.01685166358947754
91,0.08330490440130234,0.020445672795176506,0.011473894119262695
92,0.010152146220207214,9.111495455726981e-05,0.011454582214355469
93,0.010078778490424156,9.033250535139814e-05,0.01830434799194336
94,0.031156975775957108,0.00195337668992579,0.011978626251220703
95,0.07866823673248291,0.019543111324310303,0.01715850830078125
96,0.030400104820728302,0.0019361834274604917,0.01099395751953125
97,0.029978618025779724,0.001914559630677104,0.013686656951904297
98,0.07543899863958359,0.019001755863428116,0.011208295822143555
99,0.07361780107021332,0.018503114581108093,0.012183904647827148
100,0.028502605855464935,0.0017931717447936535,0.01220250129699707
101,0.009596222080290318,8.59670399222523e-05,0.01158761978149414
102,0.009488977491855621,8.455950592178851e-05,0.011973381042480469
103,0.06781597435474396,0.01715802401304245,0.016352415084838867
104,0.026623474434018135,0.001685093971900642,0.016167640686035156
105,0.00904981978237629,7.854908471927047e-05,0.015233516693115234
106,0.00879205297678709,7.461242785211653e-05,0.012279033660888672
107,0.025319568812847137,0.0016718890983611345,0.017050743103027344
108,0.024900266900658607,0.0016807796200737357,0.017441272735595703
109,0.00774422287940979,5.879081072635017e-05,0.012053966522216797
110,0.007326207123696804,5.287417661747895e-05,0.011095046997070312
111,0.006817552726715803,4.601650289259851e-05,0.016754150390625
112,0.006284724920988083,3.9205442590173334e-05,0.011603832244873047
113,0.00573982298374176,3.282551551819779e-05,0.01665496826171875
114,0.06015397608280182,0.01674334891140461,0.017392635345458984
115,0.05945175886154175,0.01665145717561245,0.018366336822509766
116,0.05917888134717941,0.016827639192342758,0.011573314666748047
117,0.0215215552598238,0.0018521741731092334,0.011728286743164062
118,0.004147123079746962,1.7619049685890786e-05,0.02010941505432129
119,0.003955352120101452,1.6127998605952598e-05,0.0160980224609375
120,0.05475209653377533,0.015947122126817703,0.010637998580932617
121,0.01985560730099678,0.001801066566258669,0.010958433151245117
122,0.05215133726596832,0.01531839556992054,0.015587806701660156
123,0.05114195868372917,0.015199117362499237,0.018097639083862305
124,0.01826011762022972,0.001667570206336677,0.011113882064819336
125,0.003501913044601679,1.3215872968430631e-05,0.01149892807006836
126,0.0034728744067251682,1.3127288184477948e-05,0.01121068000793457
127,0.044926002621650696,0.01360115222632885,0.011320114135742188
128,0.0033855834044516087,1.2661652363021858e-05,0.011038780212402344
129,0.042376548051834106,0.013021699152886868,0.011959552764892578
130,0.015286889858543873,0.0014107262250036001,0.016016483306884766
131,0.0393754318356514,0.01222231425344944,0.01542210578918457
132,0.037765394896268845,0.011784551665186882,0.010879278182983398
133,0.013739011250436306,0.0012384490109980106,0.01216578483581543
134,0.013139527291059494,0.0011606606421992183,0.010920524597167969
135,0.012637182138860226,0.001094801351428032,0.014671802520751953
136,0.030965609475970268,0.00974560622125864,0.015599727630615234
137,0.011648047715425491,0.0009669047431088984,0.014631271362304688
138,0.004015550948679447,1.952067032107152e-05,0.011730432510375977
139,0.010770491324365139,0.000863271183334291,0.014930009841918945
140,0.025305498391389847,0.008034136146306992,0.011862993240356445
141,0.004005390219390392,1.99362839339301e-05,0.014736652374267578
142,0.022981660440564156,0.007383039221167564,0.013916730880737305
143,0.021508101373910904,0.0068649849854409695,0.011716127395629883
144,0.00860464759171009,0.000636412703897804,0.015412092208862305
145,0.0190679132938385,0.0061235977336764336,0.011146306991577148
146,0.017819439992308617,0.005712083075195551,0.011460065841674805
147,0.01658552885055542,0.0052824015729129314,0.014149188995361328
148,0.006933013908565044,0.0004249463672749698,0.012529134750366211
149,0.006575695239007473,0.00038354299613274634,0.01104879379272461
150,0.006197467911988497,0.00034337054239585996,0.013231039047241211
151,0.01198016107082367,0.003671304788440466,0.010967493057250977
152,0.003745282767340541,1.9213632185710594e-05,0.01448822021484375
153,0.0051030307076871395,0.00025014529819600284,0.012040138244628906
154,0.0033773863688111305,1.590123792993836e-05,0.013625144958496094
155,0.0043683359399437904,0.0002213807456428185,0.011404275894165039
156,0.0028004178311675787,1.1076760529249441e-05,0.014378547668457031
157,0.0036605354398489,0.00020863728423137218,0.015577316284179688
158,0.0021476135589182377,6.579736691492144e-06,0.012610912322998047
159,0.003031808417290449,0.0002144144818885252,0.019543170928955078
160,0.006105009466409683,0.0022466119844466448,0.014850616455078125
161,0.005646237172186375,0.0021518750581890345,0.015730857849121094
162,0.0022411304526031017,0.00020873593166470528,0.014758110046386719
163,0.0009218009072355926,1.248778858098376e-06,0.013453006744384766
164,0.0018123153131455183,0.00019658353994600475,0.013429880142211914
165,0.004054460674524307,0.0017425636760890484,0.016289472579956055
166,0.0036984735634177923,0.0016330345533788204,0.011606216430664062
167,0.003310111351311207,0.001485874643549323,0.013701200485229492
168,0.00033320728107355535,1.6821054771298805e-07,0.01163339614868164
169,0.0026349814143031836,0.0012248873244971037,0.014606237411499023
170,0.0008722920319996774,0.00012395266094245017,0.010923385620117188
171,0.0020134460646659136,0.0009581672493368387,0.011324644088745117
172,0.00016035858425311744,4.044089507715398e-08,0.0118255615234375
173,0.0014604483731091022,0.0007080819923430681,0.012714624404907227
174,0.00011361745418980718,2.0666082178877332e-08,0.017429590225219727
175,0.0003929952217731625,5.921645788475871e-05,0.01560664176940918
176,0.0009021773003041744,0.0004422794736456126,0.019763946533203125
177,6.064319677534513e-05,6.058066048808541e-09,0.015593528747558594
178,5.121115827932954e-05,4.3347747613609044e-09,0.01191401481628418
179,0.00018395586812403053,2.8380596631905064e-05,0.011442422866821289
180,0.0004098526551388204,0.0001968134311027825,0.010997295379638672
181,0.00032961193937808275,0.00015420460840687156,0.016143321990966797
182,2.082472747133579e-05,7.298588400317385e-10,0.01094675064086914
183,7.054705201881006e-05,9.971180588763673e-06,0.01482844352722168
184,5.5473719839937985e-05,7.456809726136271e-06,0.011075496673583984
185,4.2824634874705225e-05,5.2121786211500876e-06,0.015053033828735352
186,0.00010394625860499218,3.1246596336131915e-05,0.016568660736083984
187,4.9244690671912394e-06,4.7267433023190364e-11,0.015226125717163086
188,1.963344584510196e-05,1.1888130302395439e-06,0.01157999038696289
189,5.330754356691614e-05,6.633359134866623e-06,0.012154102325439453
190,1.3651010704052169e-06,4.207071756939795e-12,0.0162656307220459
191,4.179666575510055e-05,3.231617142773757e-07,0.01569962501525879
192,3.0970639386396215e-07,2.7302070109910814e-13,0.010787725448608398
193,1.149891977547668e-05,8.893013614397205e-08,0.012222766876220703
194,1.2112773219996598e-05,2.4318154601132846e-07,0.01119542121887207
195,5.333322761202908e-08,2.5385575735145487e-14,0.011235475540161133
196,6.555628351634368e-05,6.5143080973939504e-06,0.011414766311645508
197,6.186962855281308e-05,9.492599019722547e-06,0.013960599899291992
198,1.7168475096696056e-05,1.19680089483154e-06,0.012857675552368164
199,6.757617666153237e-05,1.2973596312804148e-05,0.01182103157043457
200,1.9052260540775023e-05,1.5335738225985551e-06,0.012692689895629883
201,6.549900717800483e-05,1.346601129625924e-05,0.011107206344604492
202,2.033399505307898e-05,1.5997178479665308e-06,0.012177467346191406
203,6.644115637755021e-05,1.494704974902561e-05,0.01387166976928711
204,3.952513907279354e-06,1.8975198148862837e-11,0.012093067169189453
205,4.677600372815505e-06,5.155703086678898e-10,0.011008024215698242
206,4.515115961112315e-06,2.538786889050293e-11,0.011921882629394531
207,2.1672465663868934e-05,1.4731023156855372e-06,0.011957645416259766
208,4.525174063019222e-06,2.5373233028536113e-11,0.015489339828491211
209,7.173026824602857e-05,1.3169767044018954e-05,0.01120138168334961
210,4.30728050559992e-06,2.3400722332089785e-11,0.01129007339477539
211,2.0947529264958575e-05,1.3974107559988624e-06,0.01099395751953125
212,4.136395546083804e-06,2.070938039111514e-11,0.017272472381591797
