Equation,N,Initial Condition,Boundary Function,DX,DT,L2 Error,Avg L2 Error,Median L2 Error,L1 Error,Avg L1 Error,Median L1 Error,Peak Max Error,log(dx),log(L2),log(mean L2),log(median L2),log(L1),log(mean L1),log(median L1)
wave,2000,wave_gauss,reflect,0.05,0.005,2.3736409144606715e-05,1.188779727975469e-05,1.1987503645908215e-05,9.85605068675965e-06,4.774390535856955e-06,4.818906916607548e-06,8.985547116741044e-05,-2.995732273553991,-10.648500437822042,-11.339998122644808,-11.331645813612264,-11.527425008455038,-12.252244228647555,-12.242963436407232
