time,l2_error,l1_error,max_error
0.0,0.0,0.0,0.0
0.25,1.9395254024969437e-07,5.653499716790152e-08,1.2047732705910974e-06
0.5,7.489813010713842e-07,2.1915644737456108e-07,4.633560200084652e-06
0.75,1.5890352615942015e-06,4.682985567653958e-07,9.759604882475514e-06
1.0,2.601395783266916e-06,7.743947731431735e-07,1.5798999429716964e-05
1.25,3.6552602311638672e-06,1.103650518598065e-06,2.1833749232036403e-05
1.5,4.623387462403483e-06,1.4223637305567807e-06,2.6951966346278056e-05
1.75,5.403600682837919e-06,1.7028872047068073e-06,3.0381112633426355e-05
2.0,5.9373294449765235e-06,1.9274149375505543e-06,3.1592689498705084e-05
2.25,6.223023143623674e-06,2.0925362418729834e-06,3.0363175688052912e-05
2.5,6.322166394573561e-06,2.2099710222852084e-06,2.6784795903012082e-05
2.75,6.352959380795154e-06,2.3066285002680907e-06,2.605072363642824e-05
3.0,6.461829984098244e-06,2.4097185906868928e-06,2.7705364211927375e-05
3.25,6.768262488865127e-06,2.5349598800148023e-06,2.958123825103076e-05
3.5,7.3108774561966295e-06,2.690604449855595e-06,3.161702109832909e-05
3.75,8.043055747978203e-06,3.0089236520929953e-06,3.37622029191742e-05
4.0,8.87718531266174e-06,3.388367387154056e-06,3.596237991332352e-05
4.25,9.730549191221854e-06,3.7762228278644258e-06,3.8188782508830066e-05
4.5,1.0547222596297705e-05,4.149426496548011e-06,4.0426885904720766e-05
4.75,1.1300676123876962e-05,4.4977525286351435e-06,4.266973552247144e-05
5.0,1.1987503645908215e-05,4.818906916607548e-06,4.4914338649892915e-05
5.25,1.2618636887056233e-05,5.114766040257385e-06,4.71595271124281e-05
5.5,1.3211146129787993e-05,5.39084175633563e-06,4.940488464288961e-05
5.75,1.3782104973327317e-05,5.6532967493162725e-06,5.165027520276366e-05
6.0,1.4345029132958115e-05,5.907543396426457e-06,5.39036900026324e-05
6.25,1.4908662078808189e-05,6.1576364420573255e-06,5.615373687845038e-05
6.5,1.547739975347333e-05,6.4055497823095265e-06,5.840140805168925e-05
6.75,1.6052509916248967e-05,6.65252497956196e-06,6.064829365903801e-05
7.0,1.6633461811006934e-05,6.899128695485499e-06,6.28949504504206e-05
7.25,1.7218977851028032e-05,7.145596668101503e-06,6.514155758347018e-05
7.5,1.780769131235084e-05,7.392018778397184e-06,6.738816820556215e-05
7.75,1.839846213367771e-05,7.638426559965918e-06,6.963479688754104e-05
8.0,1.8990465451702388e-05,7.884830223549835e-06,7.188144732245272e-05
8.25,1.9583162089688316e-05,8.131232827863679e-06,7.412812038015693e-05
8.5,2.0176227081744584e-05,8.377635222105922e-06,7.63748162450617e-05
8.75,2.076947767337808e-05,8.624037625074347e-06,7.862153495508117e-05
9.0,2.1362817227301994e-05,8.870440089110851e-06,8.086827651315742e-05
9.25,2.1956197442232456e-05,9.116842625797813e-06,8.311504091651489e-05
9.5,2.254959541088471e-05,9.363245237456652e-06,8.536182816282212e-05
9.75,2.3143000795018323e-05,9.60964792445273e-06,8.760863824758269e-05
10.0,2.3736409144606715e-05,9.85605068675965e-06,8.985547116741044e-05
